Название;Комнат;Номер квартиры;Статус;Площадь;Цена;Отделка
МАЙ, корп. 13, кв.11;2К;11;Свободно;64,6;4876486,04;0
МАЙ, корп. 13, кв.12;3К;12;Пл. Бронь;80,4;5927299,45;0
МАЙ, корп. 13, кв.13;2К;13;Пл. Бронь;67,3;4877089,67;0
МАЙ, корп. 13, кв.14;1К;14;Свободно;43,5;3565922,94;0
МАЙ, корп. 13, кв.15;2К;15;Свободно;66,2;4947293,49;0
МАЙ, корп. 13, кв.16;1К;16;Свободно;54,8;4446403,5;0
МАЙ, корп. 13, кв.17;2К;17;Пл. Бронь;76,4;5248185,69;0
МАЙ, корп. 13, кв.18;1К;18;Свободно;48,3;4040208,06;0
МАЙ, корп. 13, кв.19;1К;19;Продажа;42,4;3475750,18;0
МАЙ, корп. 13, кв.20;1К;20;Свободно;48,4;4048572,88;0
МАЙ, корп. 13, кв.21;1К;21;Свободно;48,1;4023478,42;0
МАЙ, корп. 13, кв.22;1К;22;Свободно;42,4;3475750,18;0
МАЙ, корп. 13, кв.23;1К;23;Свободно;48,2;4031843,24;0
МАЙ, корп. 13, кв.24;2К;24;Продажа;48,6;3538615,09;0
МАЙ, корп. 13, кв.25;2К;25;Свободно;71,5;5235428,77;0
МАЙ, корп. 13, кв.26;1К;26;Продажа;49,1;3737485,13;0
МАЙ, корп. 13, кв.27;1К;27;Свободно;51;4138076,25;0
МАЙ, корп. 13, кв.28;2К;28;Продажа;41,1;3540058,08;0
МАЙ, корп. 13, кв.29;2К;29;Пл. Бронь;64,2;4846291,08;0
МАЙ, корп. 13, кв.30;1К;30;Свободно;44,9;3718246,23;0
МАЙ, корп. 13, кв.31;2К;31;Свободно;63,1;4763254,94;0
МАЙ, корп. 13, кв.32;2К;32;Продажа;77,1;5761878,06;0
МАЙ, корп. 13, кв.33;2К;33;Свободно;85,3;7614028,98;0
МАЙ, корп. 13, кв.34;2К;34;Свободно;63;4755706,2;0
МАЙ, корп. 14, кв.1;2К;1;Свободно;48,5;3917418,72;0
МАЙ, корп. 14, кв.2;2К;2;Продажа;70,7;5123480,53;0
МАЙ, корп. 14, кв.3;3К;3;Свободно;93;6717695,04;0
МАЙ, корп. 14, кв.4;2К;4;Свободно;42;3688885,62;0
МАЙ, корп. 14, кв.5;2К;5;Продажа;63,5;4793449,9;0
МАЙ, корп. 14, кв.6;1К;6;Свободно;44,2;3623305,61;0
МАЙ, корп. 14, кв.7;2К;7;Свободно;63,4;4785901,16;0
МАЙ, корп. 14, кв.8;2К;8;Пл. Бронь;76,7;5789883,58;0
МАЙ, корп. 14, кв.9;2К;9;Продажа;85,3;6696638,57;0
МАЙ, корп. 14, кв.10;2К;10;Пл. Бронь;63,3;4778352,42;0
МАЙ, корп. 14, кв.11;2К;11;Свободно;75,3;5513675,33;0
МАЙ, корп. 14, кв.12;1К;12;Свободно;54;4381492,5;0
МАЙ, корп. 14, кв.13;1К;13;Свободно;48,5;4056937,7;0
МАЙ, корп. 14, кв.14;1К;14;Оценка;41,6;3376405,76;0
МАЙ, корп. 14, кв.15;1К;15;Свободно;49,3;4123856,26;0
МАЙ, корп. 14, кв.16;1К;16;Свободно;48,9;4090396,98;0
МАЙ, корп. 14, кв.17;1К;17;Продажа;41,6;3410169,98;0
МАЙ, корп. 14, кв.18;1К;18;Свободно;48,2;4031843,24;0
МАЙ, корп. 14, кв.19;1К;19;Свободно;50,3;4081279,13;0
МАЙ, корп. 14, кв.20;1К;20;Продажа;54,3;4133308,4;0
МАЙ, корп. 14, кв.21;3К;21;Свободно;87;6608228,55;0
МАЙ, корп. 14, кв.22;1К;22;Свободно;63,2;5075103,46;0
МАЙ, корп. 14, кв.23;2К;23;Свободно;70;5284118;0
МАЙ, корп. 14, кв.24;1К;24;Свободно;50,5;3970780,16;0
МАЙ, корп. 14, кв.25;3К;25;Свободно;77,7;6075414,28;0
МАЙ, корп. 14, кв.26;1К;26;Свободно;52,1;4314490,61;0
МАЙ, корп. 14, кв.27;2К;27;Свободно;69,1;5216179,34;0
МАЙ, корп. 14, кв.28;1К;28;Свободно;50,4;3962917,22;0
МАЙ, корп. 14, кв.29;3К;29;Свободно;77,5;6059776,15;0
МАЙ, корп. 14, кв.30;1К;30;Свободно;52,1;4314490,61;0
МАЙ, корп. 15, кв.1;;1;Оценка;42,7;3750367,05;0
МАЙ, корп. 15, кв.2;;2;Оценка;85,1;6273795,81;0
МАЙ, корп. 15, кв.3;;3;Оценка;73,3;5145900,42;0
МАЙ, корп. 15, кв.4;;4;Оценка;48,2;3628658,92;0
МАЙ, корп. 15, кв.5;;5;Оценка;80,9;6045861,68;0
МАЙ, корп. 15, кв.6;;6;Оценка;64,8;5038330,9;0
МАЙ, корп. 15, кв.7;;7;Оценка;81,3;6175275,65;0
МАЙ, корп. 15, кв.8;;8;Оценка;66,8;4840855,72;0
МАЙ, корп. 15, кв.9;;9;Оценка;43,6;3574120,46;0
МАЙ, корп. 15, кв.10;;10;Оценка;66,7;5135709,91;0
МАЙ, корп. 15, кв.11;;11;Оценка;64,6;5022780,49;0
МАЙ, корп. 15, кв.12;;12;Оценка;80,4;6106914,66;0
МАЙ, корп. 15, кв.13;;13;Оценка;67,3;4877089,67;0
МАЙ, корп. 15, кв.14;;14;Оценка;43,5;3565922,94;0
МАЙ, корп. 15, кв.15;;15;Оценка;66,2;5097211,33;0
МАЙ, корп. 15, кв.16;;16;Оценка;54,8;4583921,36;0
МАЙ, корп. 15, кв.17;;17;Оценка;76,4;5248185,69;0
МАЙ, корп. 15, кв.18;;18;Оценка;48,3;4161414,5;0
МАЙ, корп. 15, кв.19;;19;Стр. Резерв;42,4;3476452,32;0
МАЙ, корп. 15, кв.20;;20;Оценка;48,4;4170030,26;0
МАЙ, корп. 15, кв.21;;21;Оценка;48,1;4144182,97;0
МАЙ, корп. 15, кв.22;;22;Оценка;42,4;3511216,93;0
МАЙ, корп. 15, кв.23;;23;Оценка;48,2;4152798,73;0
МАЙ, корп. 15, кв.24;;24;Оценка;48,6;3998869,72;0
МАЙ, корп. 15, кв.25;;25;Оценка;71,5;5181454,85;0
МАЙ, корп. 15, кв.26;;26;Оценка;49,1;3737485,13;0
МАЙ, корп. 15, кв.27;;27;Оценка;51;4266058,2;0
МАЙ, корп. 15, кв.28;;28;Оценка;41,1;3678596,73;0
МАЙ, корп. 15, кв.29;;29;Оценка;64,2;4846291,08;0
МАЙ, корп. 15, кв.30;;30;Оценка;44,9;3718246,23;0
МАЙ, корп. 15, кв.31;;31;Оценка;63,1;4858520,17;0
МАЙ, корп. 15, кв.32;;32;Оценка;77,1;5936480,27;0
МАЙ, корп. 15, кв.33;;33;Оценка;85,3;6761028,98;0
МАЙ, корп. 15, кв.34;;34;Оценка;63;4850820,45;0
МАЙ, корп. 16, кв.1;;1;Оценка;48,9;3949727,33;0
МАЙ, корп. 16, кв.2;;2;Оценка;70,7;5123480,53;0
МАЙ, корп. 16, кв.3;;3;Оценка;93;6717695,04;0
МАЙ, корп. 16, кв.4;;4;Оценка;42;3688885,62;0
МАЙ, корп. 16, кв.5;;5;Оценка;63,5;4745515,66;0
МАЙ, корп. 16, кв.6;;6;Оценка;44,2;3623305,61;0
МАЙ, корп. 16, кв.7;;7;Оценка;63,4;4785901,16;0
МАЙ, корп. 16, кв.8;;8;Оценка;76,7;5789883,58;0
МАЙ, корп. 16, кв.9;;9;Оценка;85,3;6696638,57;0
МАЙ, корп. 16, кв.10;;10;Оценка;63,3;4778352,42;0
МАЙ, корп. 16, кв.11;;11;Оценка;75,3;5513675,33;0
МАЙ, корп. 16, кв.12;;12;Оценка;54;4381492,5;0
МАЙ, корп. 16, кв.13;;13;Оценка;48,5;4056937,7;0
МАЙ, корп. 16, кв.14;;14;Стр. Резерв;41,6;3376405,76;0
МАЙ, корп. 16, кв.15;;15;Оценка;49,3;4123856,26;0
МАЙ, корп. 16, кв.16;;16;Оценка;48,9;4090396,98;0
МАЙ, корп. 16, кв.17;;17;Оценка;41,6;3410169,98;0
МАЙ, корп. 16, кв.18;;18;Оценка;48,2;4031843,24;0
МАЙ, корп. 16, кв.19;;19;Оценка;79,6;5768444,84;0
МАЙ, корп. 16, кв.20;;20;Оценка;48,2;3628658,92;0
МАЙ, корп. 16, кв.21;;21;Оценка;73,3;5145900,42;0
МАЙ, корп. 16, кв.22;;22;Оценка;85,1;6273795,81;0
МАЙ, корп. 16, кв.23;;23;Оценка;41,4;3532296,02;0
МАЙ, корп. 16, кв.24;;24;Оценка;66,7;4984659,75;0
МАЙ, корп. 16, кв.25;;25;Оценка;43,6;3574120,46;0
МАЙ, корп. 16, кв.26;;26;Оценка;66,8;5364191,64;0
МАЙ, корп. 16, кв.27;;27;Оценка;81,3;6175275,65;0
МАЙ, корп. 16, кв.28;;28;Оценка;64,8;4891583,52;0
МАЙ, корп. 16, кв.29;;29;Оценка;66,2;4947293,49;0
МАЙ, корп. 16, кв.30;;30;Оценка;43,5;3565922,94;0
МАЙ, корп. 16, кв.31;;31;Оценка;67,3;4877089,67;0
МАЙ, корп. 16, кв.32;;32;Оценка;80,4;6106914,66;0
МАЙ, корп. 16, кв.33;;33;Оценка;64,6;4876486,04;0
МАЙ, корп. 17, кв.1;1К;1;Свободно;42,7;3643213,53;0
МАЙ, корп. 17, кв.2;3К;2;Свободно;85,1;6273795,81;0
МАЙ, корп. 17, кв.3;2К;3;Продажа;73,3;5145900,42;0
МАЙ, корп. 17, кв.4;1К;4;Продажа;48,2;3557160;0
МАЙ, корп. 17, кв.5;2К;5;Свободно;80,9;5862653,11;0
МАЙ, корп. 17, кв.6;2К;6;Свободно;64,8;4891583,52;0
МАЙ, корп. 17, кв.7;3К;7;Свободно;81,3;6175275,65;0
МАЙ, корп. 17, кв.8;2К;8;Пл. Бронь;66,8;4840855,72;0
МАЙ, корп. 17, кв.9;1К;9;Продажа;43,6;3574120,46;0
МАЙ, корп. 17, кв.10;2К;10;Продажа;66,7;4984659,75;0
МАЙ, корп. 17, кв.11;2К;11;Свободно;64,6;4876486,04;0
МАЙ, корп. 17, кв.12;3К;12;Свободно;80,4;6106914,66;0
МАЙ, корп. 17, кв.13;2К;13;Продажа;67,3;4780992;0
МАЙ, корп. 17, кв.14;1К;14;Пл. Бронь;43,5;3565922,94;0
МАЙ, корп. 17, кв.15;2К;15;Продажа;66,2;4898310,12;0
МАЙ, корп. 17, кв.16;1К;16;Свободно;54,8;5542403,5;2
МАЙ, корп. 17, кв.17;2К;17;Свободно;76,4;7081821,6;2
МАЙ, корп. 17, кв.18;1К;18;Свободно;48,3;5006208,06;2
МАЙ, корп. 17, кв.19;1К;19;Оценка;42,4;4324452,32;2
МАЙ, корп. 17, кв.20;1К;20;Свободно;48,4;5016572,88;2
МАЙ, корп. 17, кв.21;1К;21;Свободно;48,1;4985478,42;2
МАЙ, корп. 17, кв.22;1К;22;Свободно;42,4;4452000;2
МАЙ, корп. 17, кв.23;1К;23;Свободно;48,2;4995843,24;2
МАЙ, корп. 17, кв.24;2К;24;Свободно;48,6;4860808,7;2
МАЙ, корп. 17, кв.25;2К;25;Свободно;71,5;6665428,77;2
МАЙ, корп. 17, кв.26;1К;26;Свободно;49,1;4719485,13;2
МАЙ, корп. 17, кв.27;1К;27;Свободно;51;5158076,25;2
МАЙ, корп. 17, кв.28;2К;28;Свободно;41,1;4397458,74;2
МАЙ, корп. 17, кв.29;2К;29;Свободно;64,2;6130291,08;2
МАЙ, корп. 17, кв.30;1К;30;Свободно;44,9;4616246,23;2
МАЙ, корп. 17, кв.31;2К;31;Свободно;63,1;6025254,94;2
МАЙ, корп. 17, кв.32;2К;32;Свободно;77,1;7303878,06;2
МАЙ, корп. 17, кв.33;2К;33;Продажа;85,3;7187528,98;0
МАЙ, корп. 17, кв.34;2К;34;Свободно;63;6015706,2;2
МАЙ, корп. 18, кв.1;2К;1;Свободно;48,5;3917418,72;0
МАЙ, корп. 18, кв.2;2К;2;Свободно;70,7;5225950,14;0
МАЙ, корп. 18, кв.3;3К;3;Свободно;93;6852048,94;0
МАЙ, корп. 18, кв.4;2К;4;Продажа;42;3688885,62;0
МАЙ, корп. 18, кв.5;2К;5;Ус. Бронь;63,5;4745515,66;0
МАЙ, корп. 18, кв.6;1К;6;Свободно;44,2;3623305,61;0
МАЙ, корп. 18, кв.7;2К;7;Ус. Бронь;63,4;4785901,16;0
МАЙ, корп. 18, кв.8;2К;8;Свободно;76,7;5789883,58;0
МАЙ, корп. 18, кв.9;2К;9;Пл. Бронь;85,3;7123138,57;0
МАЙ, корп. 18, кв.10;2К;10;Пл. Бронь;63,3;4778352,42;0
МАЙ, корп. 18, кв.11;2К;11;Свободно;75,3;7019675,33;2
МАЙ, корп. 18, кв.12;1К;12;Свободно;54;5461492,5;2
МАЙ, корп. 18, кв.13;1К;13;Свободно;48,5;5026937,7;2
МАЙ, корп. 18, кв.14;1К;14;Оценка;41,6;4208405,76;2
МАЙ, корп. 18, кв.15;1К;15;Свободно;49,3;5109856,26;2
МАЙ, корп. 18, кв.16;1К;16;Стр. Резерв;48,9;5068396,98;2
МАЙ, корп. 18, кв.17;1К;17;Свободно;41,6;4242169,98;2
МАЙ, корп. 18, кв.18;1К;18;Свободно;48,2;4995843,24;2
МАЙ, корп. 18, кв.19;1К;19;Свободно;50,3;5087279,13;2
МАЙ, корп. 18, кв.20;1К;20;Продажа;54,3;4133308,4;0
МАЙ, корп. 18, кв.21;3К;21;Свободно;87;8348228,55;2
МАЙ, корп. 18, кв.22;1К;22;Свободно;63,2;6339103,46;2
МАЙ, корп. 18, кв.23;2К;23;Свободно;70;6684118;2
МАЙ, корп. 18, кв.24;1К;24;Свободно;50,5;4980780,16;2
МАЙ, корп. 18, кв.25;3К;25;Свободно;77,7;7629414,28;2
МАЙ, корп. 18, кв.26;1К;26;Свободно;52,1;5356490,61;2
МАЙ, корп. 18, кв.27;2К;27;Свободно;69,1;6598179,34;2
МАЙ, корп. 18, кв.28;1К;28;Свободно;50,4;4970917,22;2
МАЙ, корп. 18, кв.29;3К;29;Свободно;77,5;7609776,15;2
МАЙ, корп. 18, кв.30;1К;30;Свободно;52,1;5356490,61;2
МАЙ, корп. 19, кв.1;;1;Оценка;87,4;6539647,32;0
МАЙ, корп. 19, кв.2;;2;Оценка;108,7;8281991,05;0
МАЙ, корп. 19, кв.3;;3;Оценка;107,4;8436022,98;0
МАЙ, корп. 19, кв.4;;4;Оценка;86,1;7086612,9;0
МАЙ, корп. 19, кв.5;;5;Оценка;94,7;7661621,11;0
МАЙ, корп. 19, кв.6;;6;Оценка;95,6;7659342,94;0
МАЙ, корп. 19, кв.7;;7;Оценка;73,8;5706103,82;0
МАЙ, корп. 19, кв.8;;8;Оценка;96,6;7587707,82;0
МАЙ, корп. 19, кв.9;;9;Оценка;91,7;7852480,99;0
МАЙ, корп. 19, кв.10;;10;Оценка;92,5;7844084,18;0
МАЙ, корп. 19, кв.11;;11;Оценка;89,2;7341763,88;0
МАЙ, корп. 19, кв.12;;12;Оценка;109,3;8585263,61;0
МАЙ, корп. 19, кв.13;;13;Оценка;76,3;5709097,14;0
МАЙ, корп. 19, кв.14;;14;Оценка;83,1;6908780,27;0
МАЙ, корп. 19, кв.15;;15;Оценка;87,6;7064415,28;0
МАЙ, корп. 19, кв.16;;16;Оценка;76,7;5739026,88;0
МАЙ, корп. 19, кв.17;;17;Оценка;85,3;6808016,49;0
МАЙ, корп. 19, кв.18;;18;Оценка;79,3;6592855,3;0
МАЙ, корп. 19, кв.19;;19;Стр. Резерв;63,9;4891733,51;0
МАЙ, корп. 19, кв.20;;20;Оценка;71,4;5876703,38;0
МАЙ, корп. 19, кв.21;;21;Оценка;71,9;5559198,71;0
МАЙ, корп. 19, кв.22;;22;Оценка;92,7;7499812,85;0
МАЙ, корп. 19, кв.23;;23;Оценка;81,6;6784073,04;0
МАЙ, корп. 19, кв.24;;24;Оценка;63,8;4932919,02;0
МАЙ, корп. 19, кв.25;;25;Оценка;67,5;5555706,98;0
МАЙ, корп. 19, кв.26;;26;Оценка;72,8;5628785,34;0
МАЙ, корп. 19, кв.27;;27;Оценка;92,7;7499812,85;0
МАЙ, корп. 19, кв.28;;28;Оценка;74,4;5566930,9;0
МАЙ, корп. 19, кв.29;;29;Оценка;83,4;6656372,51;0
МАЙ, корп. 19, кв.30;;30;Оценка;112,3;8556279,62;0
МАЙ, корп. 19, кв.31;;31;Оценка;130,9;9973437,24;0
МАЙ, корп. 19, кв.32;;32;Оценка;71,6;6131271,96;0
МАЙ, корп. 19, кв.33;;33;Оценка;72,9;5636517,19;0
МАЙ, корп. 19, кв.34;;34;Оценка;69,8;5396829,9;0
МАЙ, корп. 19, кв.35;;35;Оценка;65,2;5366401,4;0
МАЙ, корп. 19, кв.36;;36;Оценка;102,1;8019720,17;0
МАЙ, корп. 19, кв.37;;37;Оценка;71,6;6131271,96;0
МАЙ, корп. 19, кв.38;;38;Оценка;72,9;5636517,19;0
МАЙ, корп. 19, кв.39;;39;Оценка;69,8;5396829,9;0
МАЙ, корп. 19, кв.40;;40;Оценка;65,2;5366401,4;0
МАЙ, корп. 19, кв.41;;41;Оценка;99,2;7791931,84;0
МАЙ, корп. 19, кв.42;;42;Оценка;84,6;6963152,74;0
МАЙ, корп. 19, кв.43;;43;Оценка;114,2;8970147,34;0
МАЙ, корп. 19, кв.44;;44;Оценка;87,3;6604744,36;0
МАЙ, корп. 19, кв.45;;45;Оценка;109,3;8327705,81;0
МАЙ, корп. 19, кв.46;;46;Оценка;93,8;7515129,37;0
МАЙ, корп. 19, кв.47;;47;Оценка;96,3;7791067,72;0
МАЙ, корп. 19, кв.48;;48;Оценка;78,4;6126949,02;0
МАЙ, корп. 19, кв.49;;49;Оценка;93;6793590,48;0
МАЙ, корп. 19, кв.50;;50;Оценка;90,8;7699922,63;0
МАЙ, корп. 19, кв.51;;51;Оценка;93,3;7989492,66;0
МАЙ, корп. 19, кв.52;;52;Оценка;93,8;7798358,47;0
МАЙ, корп. 19, кв.53;;53;Оценка;105,7;8219466,65;0
МАЙ, корп. 20, кв.1;2К;1;Оценка;87,4;6539647,32;0
МАЙ, корп. 20, кв.2;3К;2;Оценка;108,7;8196609,37;0
МАЙ, корп. 20, кв.3;3К;3;Оценка;107,4;8436022,98;0
МАЙ, корп. 20, кв.4;2К;4;Оценка;86,1;6943449,26;0
МАЙ, корп. 20, кв.5;3К;5;Оценка;94,7;7661621,11;0
МАЙ, корп. 20, кв.6;3К;6;Оценка;95,6;7659342,94;0
МАЙ, корп. 20, кв.7;2К;7;Оценка;73,8;5706103,82;0
МАЙ, корп. 20, кв.8;3К;8;Оценка;96,6;7587707,82;0
МАЙ, корп. 20, кв.9;2К;9;Оценка;91,7;7852480,99;0
МАЙ, корп. 20, кв.10;2К;10;Оценка;92,5;7690278,88;0
МАЙ, корп. 20, кв.11;2К;11;Оценка;89,2;7341763,88;0
МАЙ, корп. 20, кв.12;3К;12;Оценка;109,3;8585263,61;0
МАЙ, корп. 20, кв.13;2К;13;Оценка;76,3;5709097,14;0
МАЙ, корп. 20, кв.14;2К;14;Оценка;83,1;6908780,27;0
МАЙ, корп. 20, кв.15;2К;15;Оценка;87,6;7064415,28;0
МАЙ, корп. 20, кв.16;2К;16;Оценка;76,7;5739026,88;0
МАЙ, корп. 20, кв.17;2К;17;Оценка;85,3;6808016,49;0
МАЙ, корп. 20, кв.18;2К;18;Оценка;79,3;6592855,3;0
МАЙ, корп. 20, кв.19;2К;19;Стр. Резерв;63,9;4891733,51;0
МАЙ, корп. 20, кв.20;2К;20;Оценка;71,4;5876703,38;0
МАЙ, корп. 20, кв.21;2К;21;Оценка;71,9;5559198,71;0
МАЙ, корп. 20, кв.22;3К;22;Оценка;92,7;7499812,85;0
МАЙ, корп. 20, кв.23;2К;23;Оценка;81,6;6784073,04;0
МАЙ, корп. 20, кв.24;2К;24;Оценка;66,4;5133947,07;0
МАЙ, корп. 20, кв.25;2К;25;Оценка;67,5;5555706,98;0
МАЙ, корп. 20, кв.26;2К;26;Оценка;72,8;5628785,34;0
МАЙ, корп. 20, кв.27;3К;27;Оценка;92,7;7499812,85;0
МАЙ, корп. 20, кв.28;2К;28;Оценка;74,4;5566930,9;0
МАЙ, корп. 20, кв.29;2К;29;Оценка;85,3;6808016,49;0
МАЙ, корп. 20, кв.30;3К;30;Оценка;113,1;8528394,85;0
МАЙ, корп. 20, кв.31;3К;31;Оценка;130,9;10281893,93;0
МАЙ, корп. 20, кв.32;2К;32;Оценка;71,6;6131271,96;0
МАЙ, корп. 20, кв.33;2К;33;Оценка;72,9;5636517,19;0
МАЙ, корп. 20, кв.34;2К;34;Оценка;69,8;5396829,9;0
МАЙ, корп. 20, кв.35;2К;35;Оценка;65,2;5366401,4;0
МАЙ, корп. 20, кв.36;3К;36;Оценка;102,1;8019720,17;0
МАЙ, корп. 20, кв.37;2К;37;Оценка;71,6;6131271,96;0
МАЙ, корп. 20, кв.38;2К;38;Оценка;72,9;5636517,19;0
МАЙ, корп. 20, кв.39;2К;39;Оценка;69,8;5396829,9;0
МАЙ, корп. 20, кв.40;2К;40;Оценка;65,2;5366401,4;0
МАЙ, корп. 20, кв.41;3К;41;Оценка;99,2;7791931,84;0
МАЙ, корп. 20, кв.42;2К;42;Оценка;86;7078382,22;0
МАЙ, корп. 20, кв.43;3К;43;Оценка;114,2;8970147,34;0
МАЙ, корп. 20, кв.44;2К;44;Оценка;87,3;6604744,36;0
МАЙ, корп. 20, кв.45;3К;45;Оценка;111,1;8464850,1;0
МАЙ, корп. 20, кв.46;3К;46;Оценка;93,8;7515129,37;0
МАЙ, корп. 20, кв.47;3К;47;Оценка;96,3;7791067,72;0
МАЙ, корп. 20, кв.48;2К;48;Оценка;78,4;6126949,02;0
МАЙ, корп. 20, кв.49;3К;49;Оценка;93;7304936,1;0
МАЙ, корп. 20, кв.50;2К;50;Оценка;90,8;7699922,63;0
МАЙ, корп. 20, кв.51;2К;51;Оценка;93,3;7989492,66;0
МАЙ, корп. 20, кв.52;2К;52;Оценка;93,8;7798358,47;0
МАЙ, корп. 20, кв.53;3К;53;Оценка;105,7;8302491,89;0
МАЙ, корп. 21, кв.1;2К;1;Свободно;87,4;6539647,32;0
МАЙ, корп. 21, кв.2;3К;2;Свободно;108,6;8530280,22;0
МАЙ, корп. 21, кв.3;3К;3;Свободно;107,4;8436022,98;0
МАЙ, корп. 21, кв.4;2К;4;Пл. Бронь;86,1;7086612,9;0
МАЙ, корп. 21, кв.5;3К;5;Пл. Бронь;94,7;7661621,11;0
МАЙ, корп. 21, кв.6;3К;6;Продажа;95,6;7659342,94;0
МАЙ, корп. 21, кв.7;2К;7;Свободно;73,8;5706103,82;0
МАЙ, корп. 21, кв.8;3К;8;Свободно;96,6;7815338,96;0
МАЙ, корп. 21, кв.9;2К;9;Свободно;91,7;7852480,99;0
МАЙ, корп. 21, кв.10;2К;10;Свободно;92,5;7844084,18;0
МАЙ, корп. 21, кв.11;2К;11;Продажа;89,2;7341763,88;0
МАЙ, корп. 21, кв.12;3К;12;Пл. Бронь;109,3;8842821,41;0
МАЙ, корп. 21, кв.13;2К;13;Свободно;89,5;7217638,9;0
МАЙ, корп. 21, кв.14;2К;14;Свободно;74,6;5581895,76;0
МАЙ, корп. 21, кв.15;2К;15;Свободно;92,6;7390648,61;0
МАЙ, корп. 21, кв.16;3К;16;Свободно;113,5;8647709,15;0
МАЙ, корп. 21, кв.17;3К;17;Свободно;103,6;8137541,72;0
МАЙ, корп. 21, кв.18;2К;18;Свободно;68,7;5311779,58;0
МАЙ, корп. 21, кв.19;2К;19;Свободно;77,1;6345851,97;0
МАЙ, корп. 21, кв.20;3К;20;Свободно;103,7;8145396,49;0
МАЙ, корп. 21, кв.21;3К;21;Продажа;106,1;8333910,97;0
МАЙ, корп. 21, кв.22;2К;22;Пл. Бронь;68,6;5304047,73;0
МАЙ, корп. 21, кв.23;2К;23;Свободно;76,2;6271775,87;0
МАЙ, корп. 21, кв.24;3К;24;Свободно;103,5;8129686,95;0
МАЙ, корп. 21, кв.25;2К;25;Свободно;74,4;5566930,9;0
МАЙ, корп. 21, кв.26;2К;26;Свободно;85,2;6800035,22;0
МАЙ, корп. 21, кв.27;3К;27;Свободно;113;8609613,51;0
МАЙ, корп. 21, кв.28;3К;28;Продажа;130,9;10281893,93;0
МАЙ, корп. 21, кв.29;2К;29;Свободно;71,6;6131271,96;0
МАЙ, корп. 21, кв.30;2К;30;Свободно;72,9;5636517,19;0
МАЙ, корп. 21, кв.31;2К;31;Свободно;69,8;5396829,9;0
МАЙ, корп. 21, кв.32;2К;32;Свободно;65,2;5366401,4;0
МАЙ, корп. 21, кв.33;3К;33;Свободно;102,1;8019720,17;0
МАЙ, корп. 21, кв.34;2К;34;Свободно;71,6;6131271,96;0
МАЙ, корп. 21, кв.35;2К;35;Свободно;72,9;5636517,19;0
МАЙ, корп. 21, кв.36;2К;36;Свободно;69,8;5396829,9;0
МАЙ, корп. 21, кв.37;2К;37;Свободно;65,2;5366401,4;0
МАЙ, корп. 21, кв.38;3К;38;Пл. Бронь;99,2;7791931,84;0
МАЙ, корп. 21, кв.39;2К;39;Свободно;86;7078382,22;0
МАЙ, корп. 21, кв.40;3К;40;Свободно;114,2;8970147,34;0
МАЙ, корп. 21, кв.41;2К;41;Продажа;87,3;6539350,55;0
МАЙ, корп. 21, кв.42;3К;42;Свободно;111;8457230,97;0
МАЙ, корп. 21, кв.43;3К;43;Свободно;93,8;7515129,37;0
МАЙ, корп. 21, кв.44;3К;44;Свободно;96,3;7791067,72;0
МАЙ, корп. 21, кв.45;2К;45;Свободно;78,4;6126949,02;0
МАЙ, корп. 21, кв.46;3К;46;Свободно;93;7304936,1;0
МАЙ, корп. 21, кв.47;2К;47;Свободно;90,8;7699922,63;0
МАЙ, корп. 21, кв.48;2К;48;Свободно;93,3;7989492,66;0
МАЙ, корп. 21, кв.49;2К;49;Продажа;93,8;7798358,47;0
МАЙ, корп. 21, кв.50;3К;50;Пл. Бронь;105,7;8830991,89;0
